time	V(a0)	V(a1)	V(a2)	V(a3)	V(b0)	V(b1)	V(b2)	V(b3)	V(dz_f)	V(out0)	V(out1)	V(out2)	V(out3)	V(out4)	V(out5)	V(out6)	V(out7)	V(sel0)	V(sel1)	V(sel2)	V(sign_f)	V(vdd)	V(zero_f)
0.000000000000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.270612e-07	4.270612e-07	4.270612e-07	4.270612e-07	4.270612e-07	4.270612e-07	4.270612e-07	4.270612e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338266e-08	5.000000e+00	5.000000e+00
4.999999980020986e-12	2.500000e-03	2.500000e-03	2.500000e-03	2.500000e-03	2.500000e-03	2.500000e-03	2.500000e-03	2.500000e-03	1.049957e-07	4.271264e-07	4.270627e-07	4.270626e-07	4.270626e-07	4.270626e-07	4.270626e-07	4.270626e-07	4.270620e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338270e-08	5.000000e+00	5.000000e+00
9.999999960041972e-12	5.000000e-03	5.000000e-03	5.000000e-03	5.000000e-03	5.000000e-03	5.000000e-03	5.000000e-03	5.000000e-03	1.383206e-07	4.270570e-07	4.270609e-07	4.270610e-07	4.270610e-07	4.270610e-07	4.270610e-07	4.270610e-07	4.270612e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338263e-08	5.000000e+00	5.000000e+00
1.999999992008394e-11	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.123460e-07	4.269480e-07	4.270586e-07	4.270588e-07	4.270588e-07	4.270588e-07	4.270588e-07	4.270588e-07	4.270597e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338261e-08	5.000000e+00	5.000000e+00
3.999999984016789e-11	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	-8.695061e-08	4.271253e-07	4.270634e-07	4.270630e-07	4.270630e-07	4.270630e-07	4.270630e-07	4.270629e-07	4.270621e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338277e-08	5.000000e+00	5.000000e+00
7.999999968033578e-11	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	-1.124327e-07	4.270923e-07	4.270611e-07	4.270615e-07	4.270615e-07	4.270616e-07	4.270616e-07	4.270616e-07	4.270617e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338257e-08	5.000000e+00	5.000000e+00
1.599999993606716e-10	8.000000e-02	8.000000e-02	8.000000e-02	8.000000e-02	8.000000e-02	8.000000e-02	8.000000e-02	8.000000e-02	5.272381e-08	4.269781e-07	4.270600e-07	4.270597e-07	4.270597e-07	4.270596e-07	4.270596e-07	4.270597e-07	4.270601e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338273e-08	5.000000e+00	5.000000e+00
3.199999987213431e-10	1.600000e-01	1.600000e-01	1.600000e-01	1.600000e-01	1.600000e-01	1.600000e-01	1.600000e-01	1.600000e-01	-4.659525e-08	4.271654e-07	4.270631e-07	4.270633e-07	4.270634e-07	4.270634e-07	4.270634e-07	4.270633e-07	4.270627e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338261e-08	5.000000e+00	5.000000e+00
6.399999974426862e-10	3.200000e-01	3.200000e-01	3.200000e-01	3.200000e-01	3.200000e-01	3.200000e-01	3.200000e-01	3.200000e-01	2.284906e-10	4.269487e-07	4.270591e-07	4.270589e-07	4.270588e-07	4.270588e-07	4.270588e-07	4.270589e-07	4.270597e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338271e-08	5.000000e+00	5.000000e+00
1.279999994885372e-09	6.400000e-01	6.400000e-01	6.400000e-01	6.400000e-01	6.400000e-01	6.400000e-01	6.400000e-01	6.400000e-01	-3.986931e-08	4.271774e-07	4.270635e-07	4.270637e-07	4.270638e-07	4.270638e-07	4.270638e-07	4.270637e-07	4.270629e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338262e-08	5.000000e+00	5.000000e+00
2.559999989770745e-09	1.280000e+00	1.280000e+00	1.280000e+00	1.280000e+00	1.280000e+00	1.280000e+00	1.280000e+00	1.280000e+00	-7.767900e-09	4.269435e-07	4.270589e-07	4.270588e-07	4.270587e-07	4.270586e-07	4.270586e-07	4.270587e-07	4.270596e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338270e-08	5.000000e+00	5.000000e+00
4.737614583486724e-09	2.368807e+00	2.368807e+00	2.368807e+00	2.368807e+00	2.368807e+00	2.368807e+00	2.368807e+00	2.368807e+00	-3.116894e-08	4.271799e-07	4.270636e-07	4.270638e-07	4.270638e-07	4.270639e-07	4.270639e-07	4.270638e-07	4.270629e-07	0.000000e+00	0.000000e+00	0.000000e+00	5.338262e-08	5.000000e+00	5.000000e+00
6.708651837971766e-09	3.354326e+00	3.354326e+00	3.354326e+00	3.354326e+00	3.354326e+00	3.354326e+00	3.354326e+00	3.354326e+00	-3.268987e-01	2.128537e-04	4.868030e+00	4.868032e+00	4.868025e+00	4.868032e+00	4.868025e+00	4.868032e+00	4.798034e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.962373e+00	5.000000e+00	3.744602e-02
9.087680158832543e-09	4.543840e+00	4.543840e+00	4.543840e+00	4.543840e+00	4.543840e+00	4.543840e+00	4.543840e+00	4.543840e+00	-1.484051e-01	-4.610644e-04	5.097518e+00	5.097513e+00	5.097531e+00	5.097513e+00	5.097531e+00	5.097513e+00	5.152512e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.032643e+00	5.000000e+00	-3.537703e-02
1.000000000000000e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-7.410268e-02	7.906567e-04	4.908097e+00	4.908110e+00	4.908064e+00	4.908110e+00	4.908064e+00	4.908110e+00	4.863069e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.969164e+00	5.000000e+00	3.521651e-02
1.009123198411675e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-9.571140e-02	-3.356042e-04	4.977151e+00	4.977105e+00	4.977139e+00	4.977105e+00	4.977139e+00	4.977105e+00	4.953992e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.991942e+00	5.000000e+00	3.194450e-03
1.027369595235024e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.198767e-01	-9.246609e-05	5.011888e+00	5.011937e+00	5.011937e+00	5.011937e+00	5.011938e+00	5.011937e+00	5.016540e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.003905e+00	5.000000e+00	-2.263843e-03
1.063862388881722e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.255421e-01	1.428977e-04	4.991269e+00	4.991235e+00	4.991227e+00	4.991234e+00	4.991227e+00	4.991235e+00	4.989833e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.997174e+00	5.000000e+00	1.946040e-03
1.113894581772609e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.285538e-01	-1.524283e-04	5.006884e+00	5.006907e+00	5.006917e+00	5.006907e+00	5.006917e+00	5.006907e+00	5.006974e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.002212e+00	5.000000e+00	-1.741844e-03
1.180368836028067e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.335887e-01	1.527814e-04	4.994202e+00	4.994187e+00	4.994175e+00	4.994186e+00	4.994175e+00	4.994187e+00	4.994747e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998139e+00	5.000000e+00	1.615418e-03
1.313317344538985e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.404719e-01	-1.498440e-04	5.005287e+00	5.005298e+00	5.005310e+00	5.005298e+00	5.005310e+00	5.005298e+00	5.004520e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001697e+00	5.000000e+00	-1.551258e-03
1.579214361560820e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.513267e-01	1.493280e-04	4.994924e+00	4.994915e+00	4.994903e+00	4.994915e+00	4.994903e+00	4.994915e+00	4.995790e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998370e+00	5.000000e+00	1.526037e-03
2.088395924157922e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.633961e-01	-1.476700e-04	5.004942e+00	5.004951e+00	5.004962e+00	5.004951e+00	5.004962e+00	5.004950e+00	5.004036e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001587e+00	5.000000e+00	-1.507697e-03
3.106759049352128e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.760275e-01	1.481138e-04	4.995098e+00	4.995090e+00	4.995078e+00	4.995090e+00	4.995078e+00	4.995090e+00	4.996031e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998425e+00	5.000000e+00	1.503892e-03
5.143485299740539e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.828814e-01	-1.470402e-04	5.004857e+00	5.004865e+00	5.004876e+00	5.004865e+00	5.004876e+00	5.004864e+00	5.003919e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001560e+00	5.000000e+00	-1.496780e-03
9.216937800517360e-08	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.807998e-01	1.477933e-04	4.995141e+00	4.995133e+00	4.995121e+00	4.995132e+00	4.995121e+00	4.995133e+00	4.996089e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998439e+00	5.000000e+00	1.498429e-03
1.736384280207100e-07	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.711565e-01	-1.468786e-04	5.004836e+00	5.004843e+00	5.004855e+00	5.004843e+00	5.004855e+00	5.004843e+00	5.003890e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001554e+00	5.000000e+00	-1.494068e-03
3.365765280517829e-07	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.618455e-01	1.477121e-04	4.995151e+00	4.995143e+00	4.995131e+00	4.995143e+00	4.995131e+00	4.995144e+00	4.996103e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998442e+00	5.000000e+00	1.497068e-03
6.624527281139286e-07	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.510768e-01	-1.468379e-04	5.004830e+00	5.004838e+00	5.004849e+00	5.004838e+00	5.004850e+00	5.004838e+00	5.003883e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001552e+00	5.000000e+00	-1.493392e-03
1.162452728113929e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.411355e-01	1.476897e-04	4.995154e+00	4.995146e+00	4.995135e+00	4.995146e+00	4.995134e+00	4.995147e+00	4.996107e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998443e+00	5.000000e+00	1.496696e-03
1.662452728113929e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.334915e-01	-1.468202e-04	5.004828e+00	5.004836e+00	5.004847e+00	5.004836e+00	5.004848e+00	5.004835e+00	5.003880e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.001551e+00	5.000000e+00	-1.493095e-03
2.010000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.297780e-01	1.476681e-04	4.995157e+00	4.995149e+00	4.995137e+00	4.995149e+00	4.995137e+00	4.995150e+00	4.996111e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.998444e+00	5.000000e+00	1.496337e-03
2.011000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.500000e+00	-1.296052e-01	1.657590e-06	4.999860e+00	4.999859e+00	4.999859e+00	4.999859e+00	4.999859e+00	4.999859e+00	4.999813e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.999956e+00	5.000000e+00	1.833531e-05
2.013000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	3.500000e+00	-1.295723e-01	-9.232534e-07	5.000133e+00	5.000134e+00	5.000134e+00	5.000134e+00	5.000134e+00	5.000134e+00	5.000172e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000041e+00	5.000000e+00	-1.747834e-05
2.015691621973093e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	2.154189e+00	-1.295526e-01	1.852280e-06	4.999873e+00	4.999853e+00	1.943205e-01	1.942846e-01	1.942954e-01	1.942847e-01	2.975821e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.768059e-02	5.000000e+00	5.007900e-05
2.018686292770771e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	6.568536e-01	-1.295159e-01	-1.056330e-06	5.000123e+00	5.000175e+00	-1.696978e-01	-1.696215e-01	-1.696427e-01	-1.696215e-01	-2.450878e-01	0.000000e+00	0.000000e+00	0.000000e+00	-2.527253e-02	5.000000e+00	-1.081728e-04
2.020000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294858e-01	1.996275e-06	4.999887e+00	4.999768e+00	1.605754e-01	1.604455e-01	1.604649e-01	1.604456e-01	2.184032e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.534543e-02	5.000000e+00	2.296566e-04
2.020131370722923e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294954e-01	1.080620e-06	4.999980e+00	5.000089e+00	3.962494e-02	3.939220e-02	3.956597e-02	3.939234e-02	7.558672e-02	0.000000e+00	0.000000e+00	0.000000e+00	2.747135e-03	5.000000e+00	-2.253375e-04
2.020394112168768e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.295205e-01	-1.790951e-06	5.000013e+00	4.999975e+00	-2.038373e-02	-1.996694e-02	-2.021345e-02	-1.996801e-02	-2.476453e-02	0.000000e+00	0.000000e+00	0.000000e+00	-1.568448e-03	5.000000e+00	1.248687e-04
2.020919595060460e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294750e-01	3.325399e-06	4.999990e+00	5.000006e+00	1.480525e-02	1.444756e-02	1.465700e-02	1.444942e-02	1.451080e-02	0.000000e+00	0.000000e+00	0.000000e+00	1.254068e-03	5.000000e+00	-9.046465e-05
2.021472739882637e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294954e-01	-2.918639e-06	5.000009e+00	5.000007e+00	-1.081598e-02	-1.054517e-02	-1.070361e-02	-1.054785e-02	-8.564498e-03	0.000000e+00	0.000000e+00	0.000000e+00	-1.028836e-03	5.000000e+00	6.520635e-05
2.022480183521462e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294669e-01	3.931825e-06	4.999992e+00	4.999989e+00	9.169620e-03	8.945562e-03	9.077148e-03	8.948724e-03	6.390574e-03	0.000000e+00	0.000000e+00	0.000000e+00	9.359968e-04	5.000000e+00	-5.332541e-05
2.024380214302897e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294598e-01	-3.138201e-06	5.000008e+00	5.000014e+00	-8.344603e-03	-8.146953e-03	-8.263451e-03	-8.150336e-03	-5.424190e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.881636e-04	5.000000e+00	4.797130e-05
2.027372208826987e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.294159e-01	4.022445e-06	4.999993e+00	4.999985e+00	7.908611e-03	7.725679e-03	7.833810e-03	7.729230e-03	4.903557e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.636785e-04	5.000000e+00	-4.438777e-05
2.033356197875168e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.293615e-01	-3.181049e-06	5.000007e+00	5.000016e+00	-7.656142e-03	-7.481859e-03	-7.585058e-03	-7.485464e-03	-4.640313e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.484953e-04	5.000000e+00	4.299319e-05
2.044727822662284e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.292291e-01	4.041244e-06	4.999993e+00	4.999984e+00	7.568285e-03	7.397208e-03	7.498599e-03	7.400871e-03	4.525511e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.440014e-04	5.000000e+00	-4.192576e-05
2.067471072236518e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.289950e-01	-3.190006e-06	5.000007e+00	5.000017e+00	-7.484257e-03	-7.316018e-03	-7.415783e-03	-7.319680e-03	-4.451100e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.385439e-04	5.000000e+00	4.173668e-05
2.112957571384984e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.285052e-01	4.045525e-06	4.999993e+00	4.999984e+00	7.482608e-03	7.314567e-03	7.414233e-03	7.318258e-03	4.431938e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.390346e-04	5.000000e+00	-4.130232e-05
2.203930569681917e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.275782e-01	-3.192097e-06	5.000007e+00	5.000017e+00	-7.441867e-03	-7.275132e-03	-7.374043e-03	-7.278808e-03	-4.404840e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.360863e-04	5.000000e+00	4.142592e-05
2.385876566275782e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.257868e-01	4.046558e-06	4.999993e+00	4.999983e+00	7.461337e-03	7.294053e-03	7.393289e-03	7.297751e-03	4.408806e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.378006e-04	5.000000e+00	-4.114729e-05
2.749768559463512e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.225372e-01	-3.192611e-06	5.000007e+00	5.000017e+00	-7.431305e-03	-7.264946e-03	-7.363643e-03	-7.268626e-03	-4.393340e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.354739e-04	5.000000e+00	4.134843e-05
3.249768559463512e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.185851e-01	4.046853e-06	4.999993e+00	4.999983e+00	7.455254e-03	7.288186e-03	7.387299e-03	7.291886e-03	4.402172e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.374477e-04	5.000000e+00	-4.110271e-05
3.749768559463512e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.151360e-01	-3.192858e-06	5.000007e+00	5.000017e+00	-7.426157e-03	-7.259980e-03	-7.358574e-03	-7.263662e-03	-4.387761e-03	0.000000e+00	0.000000e+00	0.000000e+00	-8.351753e-04	5.000000e+00	4.131087e-05
4.000000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	-1.135439e-01	4.047224e-06	4.999993e+00	4.999983e+00	7.447555e-03	7.280761e-03	7.379719e-03	7.284464e-03	4.393800e-03	0.000000e+00	0.000000e+00	0.000000e+00	8.370010e-04	5.000000e+00	-4.104645e-05
4.000999999999999e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e-01	-1.135419e-01	4.163147e-07	5.000000e+00	5.000001e+00	3.115083e-04	3.001969e-04	3.066158e-04	3.000932e-04	3.285383e-04	0.000000e+00	0.000000e+00	0.000000e+00	1.808174e-05	5.000000e+00	-2.160992e-06
4.003000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	1.500000e+00	-1.135306e-01	4.314981e-07	5.000000e+00	5.000000e+00	-2.858549e-04	-2.749573e-04	-2.811311e-04	-2.748588e-04	-2.857794e-04	0.000000e+00	0.000000e+00	0.000000e+00	-1.669542e-05	5.000000e+00	2.231205e-06
4.006556290785506e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	3.278145e+00	-1.135044e-01	4.258901e-07	5.000000e+00	5.000000e+00	4.926990e+00	4.926991e+00	4.926992e+00	4.926991e+00	4.887789e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.979289e+00	5.000000e+00	-1.160547e-05
4.009985797628574e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.992899e+00	-1.134977e-01	4.257071e-07	5.000000e+00	5.000005e+00	5.056715e+00	5.056705e+00	5.056709e+00	5.056705e+00	5.090398e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.018987e+00	5.000000e+00	3.110409e-05
4.010000000000000e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	-1.134945e-01	1.709896e-06	5.000000e+00	4.999813e+00	5.035916e+00	5.035594e+00	5.035544e+00	5.035591e+00	5.067035e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.011846e+00	5.000000e+00	-1.021155e-04
4.010001420237142e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.999290e+00	5.000000e+00	-1.134899e-01	-2.343263e-07	5.000000e+00	4.999802e+00	5.034181e+00	5.033887e+00	5.033836e+00	5.033884e+00	5.064927e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.011281e+00	5.000000e+00	-2.257522e-04
4.010004260711428e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.997869e+00	5.000000e+00	-1.134824e-01	-3.589852e-06	5.000000e+00	4.999785e+00	5.030864e+00	5.030625e+00	5.030572e+00	5.030622e+00	5.060822e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.010218e+00	5.000000e+00	-3.935705e-04
4.010009941659998e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.995029e+00	5.000000e+00	-1.134728e-01	-7.061045e-06	5.000000e+00	4.999781e+00	5.025086e+00	5.024951e+00	5.024897e+00	5.024950e+00	5.053267e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.008415e+00	5.000000e+00	-4.568517e-04
4.010021303557138e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.989348e+00	5.000000e+00	-1.134624e-01	-5.852827e-06	5.000000e+00	4.999826e+00	5.016374e+00	5.016392e+00	5.016340e+00	5.016393e+00	5.040568e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.005742e+00	5.000000e+00	-3.278803e-04
4.010044027351418e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.977986e+00	5.000000e+00	-1.134552e-01	2.546796e-06	5.000000e+00	4.999935e+00	5.006551e+00	5.006676e+00	5.006639e+00	5.006678e+00	5.022913e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.002651e+00	5.000000e+00	-1.141046e-04
4.010089474939979e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.955263e+00	5.000000e+00	-1.134594e-01	4.787621e-06	5.000000e+00	5.000011e+00	5.000457e+00	5.000517e+00	5.000508e+00	5.000517e+00	5.006235e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000450e+00	5.000000e+00	2.699970e-06
4.010180370117101e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.909815e+00	5.000000e+00	-1.134742e-01	-1.891429e-06	5.000000e+00	4.999997e+00	4.999887e+00	4.999868e+00	4.999871e+00	4.999867e+00	4.999499e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.999943e+00	5.000000e+00	-3.766498e-07
4.010362160471345e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.818920e+00	5.000000e+00	-1.134841e-01	1.407696e-06	5.000000e+00	5.000002e+00	5.000064e+00	5.000075e+00	5.000073e+00	5.000075e+00	5.000200e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000026e+00	5.000000e+00	1.530527e-07
4.010725741179832e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.637129e+00	5.000000e+00	-1.134829e-01	-1.963272e-07	5.000000e+00	4.999999e+00	4.999952e+00	4.999943e+00	4.999945e+00	4.999943e+00	4.999871e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.999982e+00	5.000000e+00	2.055518e-07
4.011366184703468e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	4.316908e+00	5.000000e+00	-1.134786e-01	9.035006e-07	5.000000e+00	5.000001e+00	5.000041e+00	5.000049e+00	5.000048e+00	5.000049e+00	5.000102e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.000014e+00	5.000000e+00	-5.865186e-08
4.012401266834066e-06	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	5.000000e+00	3.799366e+00	5.000000e+00	-1.134725e-01	2.633290e-08	5.000000e+00	4.999999e+00	4.999962e+00	4.999956e+00	4.999957e+00	4.999956e+00	4.999913e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.999987e+00	5.000000e+00	3.085561e-07
